"countryname","countrycode","year","gdp","gfk","poptot","pop1564","pop65up","lfpr","pov250","pov4","gini","years_sch","g","I","delta","K","lgdp","lpop1564","lK","lyears_sch","dlgdp","dlpop1564","dlK","dlyears_sch","red","alpha","TFP","TFPH"
"Argentina","ARG",2000,316610463953.677,47249043830.6582,37057453,62.1035842895508,9.91159057617188,57.7999992370605,0,0,0,8.72911930084229,0.0929341623136628,47249043830.6582,0.03,407325928401.16,26.4809380348695,4.128803705302,26.7328795087967,2.16666448284303,-0.00792127995292091,0.00264229513672642,0.0928368874664969,0.00204827823109222,-0.000907454656067832,0.2,-0.0286024935556014,-0.0286010065799072
"Argentina","ARG",2001,302651616137.334,39849347348.623,37471535,62.293083190918,9.97282314300537,58,0,0,0,8.86013698577881,0.0929341623136628,39849347348.623,0.03,434955497897.748,26.4358481992247,4.13185039540694,26.7985095591184,2.18156222564632,-0.0450898356448093,0.00304669010493175,0.0656300503216656,0.0148977428032846,-0.00508906755247485,0.2,-0.0606531977930878,-0.0605925452974835
"Argentina","ARG",2002,269679281785.538,25325225404.5244,37889443,62.4565811157227,10.0152702331543,58.2000007629395,0,0,0,8.99115467071533,0.0929341623136628,25325225404.5244,0.03,447232058365.34,26.3204992446587,4.13447161317657,26.8263434430814,2.19624127969254,-0.115348954565984,0.00262121776962942,0.0278338839630017,0.0146790540462263,-0.0128291591892732,0.2,-0.123012705574288,-0.122862049637403
"Argentina","ARG",2003,293510949880.458,34990896865.4509,38309475,62.611572265625,10.0465927124023,58.4000015258789,0,0,0,9.12217235565186,0.0929341623136628,34990896865.4509,0.03,468805993479.831,26.4051807834589,4.1369501214947,26.8734548598541,2.21070797261352,0.0846815388001616,0.00247850831813778,0.0471114167727116,0.0144666929209718,0.00928304525486138,0.2,0.0732764487911091,0.0731690128190502
"Argentina","ARG",2004,320013736305.838,47036584418.1686,38728778,62.7805976867676,10.0763492584229,62.0999984741211,16.9631443023682,30.9618701934814,0.501824617385864,9.25319004058838,0.0929341623136628,47036584418.1686,0.03,501778398093.604,26.4916297577746,4.13964607170566,26.9414244211151,2.2249683613234,0.0864489743157648,0.00269595021095625,0.0679695612610338,0.0142603887098844,0.00934261308117128,0.2,0.070698301894793,0.0705917184595102
"Argentina","ARG",2005,349450164583.573,55209108596.9506,39145491,62.9708557128906,10.1102523803711,62.0999984741211,13.3172492980957,25.7951431274414,0.492729365825653,9.3842077255249,0.0929341623136628,55209108596.9506,0.03,541934154747.747,26.5796267978483,4.14267201162367,27.0184103453008,2.2390282472448,0.0879970400736916,0.00302593991800926,0.0769859241856814,0.0140598859214038,0.00937714111275915,0.2,0.0701791033021479,0.0700736300746964
"Argentina","ARG",2006,378814002617.524,65026373986.2764,39558750,63.0979309082031,10.1577425003052,62.0999984741211,10.317364692688,20.6171073913574,0.482581168413162,9.40944194793701,0.0929341623136628,65026373986.2764,0.03,590702504091.591,26.6603111633025,4.1446879783313,27.1045783504441,2.24171364768751,0.0806843654541503,0.00201596670763315,0.0861680051432927,0.00268540044270305,0.00857483003780474,0.2,0.0618379910593852,0.0618195695774815
"Argentina","ARG",2007,408988709469.622,73927465544.7636,39969903,63.2696723937988,10.210823059082,61.7999992370605,8.75058937072754,19.5433139801025,0.473717033863068,9.43467617034912,0.0929341623136628,73927465544.7636,0.03,646908894513.607,26.7369533873994,4.14740610523799,27.1954713093432,2.24439185606394,0.0766422240969575,0.00271812690668582,0.0908929588990723,0.00267820837643296,0.00812346101902525,0.2,0.0562891307917944,0.056271725734717
"Argentina","ARG",2008,421564889399.94,79637839780.5771,40381860,63.4562911987305,10.2699728012085,61.5,8.2103967666626,17.2558422088623,0.462654143571854,9.45991039276123,0.0929341623136628,79637839780.5771,0.03,707139467458.776,26.7672395512937,4.15035134131341,27.2844937499497,2.24706291079495,0.0302861638942993,0.00294523607541741,0.0890224406065308,0.00267105473101426,0.00320152756599834,0.2,0.0101254869126592,0.0101186457483779
"Argentina","ARG",2009,421775774944.173,68008049494.2381,40798641,63.6141738891602,10.3344621658325,61.2000007629395,8.04279041290283,16.3081855773926,0.452730238437653,9.48514461517334,0.0929341623136628,68008049494.2381,0.03,753933332929.25,26.767739670777,4.15283630540895,27.3485697831796,2.24972684999435,0.000500119483252348,0.0024849640955491,0.0640760332298598,0.00266393919939301,5.27266060290013e-05,0.2,-0.0143030584391589,-0.014303170807537
"Argentina","ARG",2010,461640242696.171,82968190740.8352,41222875,63.7230491638184,10.4049949645996,60.5,6.13752317428589,14.072057723999,0.444955050945282,9.51037883758545,0.0929341623136628,82968190740.8352,0.03,814283523682.208,26.8580517292245,4.15454633643647,27.4255744514953,2.25238371147213,0.0903120584475339,0.00171003102751932,0.0770046683157268,0.00265686147778066,0.00949615782818414,0.2,0.0735430999623731,0.0735229159816366
"Argentina","ARG",2011,500355477549.572,99066303759.9463,41655616,63.8010673522949,10.5005531311035,60.5999984741211,4.60167360305786,11.550142288208,0.435722827911377,9.53561305999756,0.0929341623136628,99066303759.9463,0.03,888921321731.688,26.9385846378589,4.1557699198706,27.5132745665547,2.25503353273773,0.0805329086343711,0.00122358343412632,0.0877001150593912,0.00264982126560653,0.00844548831078426,0.2,0.0620140188751918,0.0619961156475723
"Argentina","ARG",2012,504367128523.16,92165293471.4806,42095224,63.8314628601074,10.598069190979,60.7000007629395,4.68591737747192,10.8267822265625,0.424852907657623,9.56084728240967,0.0929341623136628,92165293471.4806,0.03,954418975551.218,26.9465702694511,4.15624621707064,27.584368589711,2.25767635100321,0.00798563159225196,0.000476297200040499,0.0710940231563484,0.00264281826547874,0.000835243086346977,0.2,-0.00661421079905011,-0.00661597671559788
"Argentina","ARG",2013,518919894963.108,95034687784.6816,42538304,63.8344268798828,10.6998319625854,60.7999992370605,4.4649863243103,10.8480386734009,0.422838389873505,9.58608150482178,0.0929341623136628,95034687784.6816,0.03,1020821094069.36,26.9750153632348,4.15629265108339,27.6516284135763,2.26031220318635,0.0284450937836382,4.64340127486196e-05,0.0672598238653066,0.00263585218314022,0.00296733276984245,0.2,0.014955981800378,0.0149497246399304
"Argentina","ARG",2014,521273744038.474,89775548844.9813,42980026,63.8445892333984,10.8089838027954,60.9000015258789,5.40922260284424,12.7452611923218,0.426660150289536,9.61131572723389,0.0929341623136628,89775548844.9813,0.03,1079972010092.26,26.9795411611341,4.15645183704591,27.7079562401476,2.26294112591378,0.0045257978993547,0.000159185962524511,0.0563278265712626,0.00262892272742832,0.000470882242119125,0.2,-0.00686711618491742,-0.00686810651534002
"Argentina","ARG",2015,0,0,43416755,63.8792495727539,10.9265537261963,0,0,0,0,9.636549949646,0.0929341623136628,0,0.03,0,0,4.15699457582562,0,2.26556315552402,0,0.000542738779702567,0,0.00262202961023439,0,0.2,0,0
"Barbados","BRB",1990,3587170309.65392,0,260374,65.8372192382812,10.0858764648438,69.0999984741211,0,0,0,8.44637012481689,0,0,0.03,0,22.0006295140611,4.18718532033535,0,2.13373677804943,0,0.0301907445097331,0,-0.131826377474585,0,0.2,0,0
"Barbados","BRB",1991,3445464936.24772,0,261281,66.1666946411133,10.1882648468018,67.5999984741211,0,0,0,8.53315601348879,0,0,0.03,0,21.9603246920294,4.19217723424665,0,2.14395928293222,-0.040304822031711,0.0049919139113026,0,0.010222504882794,-0.00472331948085786,0.2,0,0
"Barbados","BRB",1992,3251126138.43352,0,262184,66.3202209472656,10.3080282211304,68.1999969482422,0,0,0,8.61994190216066,0,0,0.03,0,21.9022672774028,4.19449484235445,0,2.15407834476433,-0.0580574146266102,0.00231760810779313,0,0.0101190618321096,-0.00673524430739581,0.2,0,0
"Barbados","BRB",1993,3275418488.16029,0,263091,66.3644866943359,10.4344120025635,68.5999984741211,0,0,0,8.70672779083253,0,0,0.03,0,21.9097114805145,4.1951620744643,0,2.16409603610206,0.00744420311172789,0.000667232109854865,0,0.0100176913377283,0.000854994355005106,0.2,0,0
"Barbados","BRB",1994,3340198087.4317,0,264015,66.3977432250977,10.5603847503662,68.9000015258789,0,0,0,8.7935136795044,0,0,0.03,0,21.9292959497907,4.19566306833097,0,2.17401436783126,0.0195844692761931,0.00050099386666691,0,0.00991833172919687,0.00222714946379623,0.2,0,0
"Barbados","BRB",1995,3409026411.65756,0,264962,66.4699096679688,10.67662525177,69.5,0,0,0,8.88029956817627,0,0,0.03,0,21.9496925776983,4.19674935906308,0,2.18383529159005,0.020396627907644,0.00108629073211208,0,0.00982092375878718,0.00229684007291128,0.2,0,0
"Barbados","BRB",1996,3546683060.10929,0,265940,66.4988327026367,10.8219900131226,68.6999969482422,0,0,0,8.86695861816406,0,0,0.03,0,21.9892786543924,4.19718439416394,0,2.18233185343807,0.0395860766940643,0.000435035100858627,0,-0.00150343815197163,0.00446444811561112,0.2,0,0
"Barbados","BRB",1997,3712680783.24226,0,266944,66.5514144897461,10.9745864868164,68.8000030517578,0,0,0,8.85361766815186,0,0,0.03,0,22.0350200357125,4.19797479915688,0,2.18082615155602,0.0457413813200738,0.000790404992947025,0,-0.00150570188205323,0.00516640576028195,0.2,0,0
"Barbados","BRB",1998,3850337431.69399,0,267949,66.5996170043945,11.1394329071045,69.0999984741211,0,0,0,8.84027671813965,0,0,0.03,0,22.0714266260014,4.19869882684504,0,2.1793181791166,0.0364065902889266,0.000724027688156603,0,-0.00150797243942291,0.00411826365279072,0.2,0,0
"Barbados","BRB",1999,3862483606.55738,0,268920,66.5975036621094,11.3226985931396,69.3000030517578,0,0,0,8.82693576812744,0,0,0.03,0,22.0745762349043,4.19866709429294,0,2.17780792926159,0.00314960890289484,-3.17325520970968e-05,0,-0.00151024985501369,0.000356817924773798,0.2,0,0
"Barbados","BRB",2000,4036578779.59927,0,269838,66.5317687988281,11.5265455245972,69.6999969482422,0,0,0,8.81359481811523,0,0,0.03,0,22.1186633334178,4.1976795598851,0,2.17629539510164,0.0440870985135504,-0.000987534407847157,0,-0.00151253415994379,0.00500216987771379,0.2,0,0
"Barbados","BRB",2001,3939409380.69217,0,270686,66.8331604003906,11.5750350952148,70,0,0,0,8.91958122253419,0,0,0.03,0,22.094296645642,4.20219937054984,0,2.18824899734343,-0.0243666877758315,0.00451981066474172,0,0.0119536022417868,-0.00273181970856122,0.2,0,0
"Barbados","BRB",2002,3971799180.32787,0,271479,67.0538024902344,11.6152629852295,69.3000030517578,0,0,0,9.02556762695312,0,0,0.03,0,22.1024850230214,4.20549531938341,0,2.20006139719439,0.00818837737935851,0.00329594883357487,0,0.011812399850966,0.000907242371649347,0.2,0,0
"Barbados","BRB",2003,4056822404.37159,0,272261,67.2211608886719,11.6527891159058,69.5999984741211,0,0,0,9.13155403137208,0,0,0.03,0,22.1236658451008,4.207988092137,0,2.21173589166384,0.0211808220794474,0.00249277275358928,0,0.0116744944694429,0.00231951998604829,0.2,0,0
"Barbados","BRB",2004,4113504553.73406,0,273091,67.3815689086914,11.6876792907715,70.4000015258789,0,0,0,9.23754043579103,0,0,0.03,0,22.1375411915944,4.21037152219369,0,2.22327566361695,0.0138753464936165,0.00238343005669073,0,0.0115397719531116,0.00150206070436847,0.2,0,0
"Barbados","BRB",2005,4279502276.86703,0,274013,67.5530014038086,11.7206115722656,70.5999984741211,0,0,0,9.34352684020996,0,0,0.03,0,22.1771025493262,4.21291249574789,0,2.23468378698374,0.0395613577318095,0.00254097355419969,0,0.0114081233667895,0.00423409258713281,0.2,0,0
"Barbados","BRB",2006,4522425774.13479,0,275040,67.6381607055664,11.8135547637939,70.6999969482422,0,0,0,9.36427574157715,0,0,0.03,0,22.2323143625252,4.2141723312533,0,2.23690199618114,0.0552118131989623,0.00125983550540898,0,0.00221820919739812,0.00589600463747807,0.2,0,0
"Barbados","BRB",2007,4599351548.26958,0,276154,67.727424621582,11.9190740585327,70.8000030517578,0,0,0,9.38502464294434,0,0,0.03,0,22.2491811627371,4.21549118831344,0,2.23911529581492,0.016866800211897,0.00131885706013968,0,0.00221329963378603,0.00179720361465193,0.2,0,0
"Barbados","BRB",2008,4619595173.04189,0,277315,67.7821273803711,12.0548830032349,71,0,0,0,9.40577354431152,0,0,0.03,0,22.2535729133181,4.21629855223654,0,2.24132370756979,0.00439175058097874,0.000807363923094329,0,0.00220841175486619,0.000466920722712361,0.2,0,0
"Barbados","BRB",2009,4433353825.13661,0,278466,67.749382019043,12.2348871231079,71.1999969482422,0,0,0,9.42652244567871,0,0,0.03,0,22.2124222057066,4.21581533822807,0,2.24352725298708,-0.0411507076114752,-0.000483214008467847,0,0.00220354541729062,-0.00436541766580522,0.2,0,0
"Barbados","BRB",2010,4445500000,594500000,279566,67.6147994995117,12.4646778106689,71.1999969482422,0,0,0,9.4472713470459,0,594500000,0.03,0,22.2151581855255,4.21382688659536,0,2.24572595346605,0.00273597981887619,-0.00198845163271066,0,0.00219870047897075,0.000289605296425799,0.2,0,0
"Barbados","BRB",2011,4477889799.6357,0,280602,67.5593872070312,12.7233591079712,71.3000030517578,0,0,0,9.46802024841309,0,0,0.03,0,22.2224177455383,4.21300702154665,0,2.24791983026511,0.00725956001280537,-0.000819865048711677,0,0.00219387679906324,0.000766745298630104,0.2,0,0
"Barbados","BRB",2012,4490035974.49909,0,281580,67.3847579956055,13.0282688140869,71.3000030517578,0,0,0,9.48876914978028,0,0,0.03,0,22.2251265508064,4.21041884984576,0,2.25010890450307,0.00270880526808526,-0.0025881717008911,0,0.00218907423795889,0.000285474883551992,0.2,0,0
"Barbados","BRB",2013,4490035974.49909,0,282503,67.1168060302734,13.3775568008423,71.1999969482422,0,0,0,9.50951805114747,0,0,0.03,0,22.2251265508064,4.20643447506534,0,2.25229319716034,0,-0.0039843747804138,0,0.00218429265726927,0,0.2,0,0
"Barbados","BRB",2014,4498133424.40801,0,283380,66.8025283813477,13.7592630386353,71.0999984741211,0,0,0,9.53026695251467,0,0,0.03,0,22.2269283530956,4.20174092984648,0,2.25447272908015,0.00180180228926119,-0.00469354521886078,0,0.00217953191981168,0.000189061051305154,0.2,0,0
"Barbados","BRB",2015,4542669398.9071,0,284215,66.470100402832,14.1639251708984,0,0,0,0,9.55101585388186,0,0,0.03,0,22.2367806495386,4.1967522285508,0,2.25664752096975,0.00985229644301455,-0.00498870129568019,0,0.00217479188959757,0.00103154435022849,0.2,0,0
"Belize","BLZ",1990,533901148.934686,155886003.611725,187552,52.4094657897949,4.13058757781982,59.2999992370605,0,0,0,8.75748538970947,0.0490170377556096,173630769.684269,0.03,13719789.0836774,20.0957212654342,3.9590872198561,16.434349807234,2.16990880777061,-2.14105938410446,-0.237665008694705,0,-0.0867387131991397,-0.244483352107024,0.2,0,0
"Belize","BLZ",1991,589944979.414996,191375535.756812,191127,52.5336570739746,4.19040727615356,59,0,0,0,8.8865324020386,0.0490170377556096,191375535.756812,0.03,204683731.167979,20.1955398352867,3.96145405131234,19.1369765710099,2.18453691742052,0.0998185698525091,0.00236683145624328,2.70262676377584,0.0146281096499119,0.0112325669154833,0.2,-0.442600248067653,-0.442731697044045
"Belize","BLZ",1992,660949328.893097,212803763.80506,194321,52.5712623596191,4.27076864242554,58.5999984741211,0,0,0,9.01557941436766,0.0490170377556096,212803763.80506,0.03,411346983.038,20.309187736622,3.96216962747094,19.8349476572579,2.19895412684367,0.113647901335359,0.000715576158601294,0.697971086248042,0.0144172094231472,0.0126057235050521,0.2,-0.0265187768411309,-0.026664168325693
"Belize","BLZ",1993,702434234.823005,232239086.800654,197615,52.5962104797363,4.36505317687988,58.4000015258789,0,0,0,9.14462642669679,0.0490170377556096,232239086.800654,0.03,631245660.347514,20.3700623388796,3.96264407303689,20.2632056638332,2.21316643100263,0.0608746022575808,0.000474445565945558,0.428258006575284,0.0142123041589564,0.00665687141465546,0.2,-0.0251565555102324,-0.0252322430952662
"Belize","BLZ",1994,703543650.1722,169952106.356274,201678,52.6780319213867,4.45611333847046,58.5,0,0,0,9.27367343902591,0.0490170377556096,169952106.356274,0.03,782260396.893362,20.371640479747,3.96419851705395,20.477698231436,2.22717957282243,0.00157814086734476,0.00155444401706584,0.214492567602747,0.0140131418198086,0.00017017429799755,0.2,-0.0425639278668573,-0.0425658356081148
"Belize","BLZ",1995,708074285.386398,181163413.601346,206962,52.8174247741699,4.52740097045898,59.9000015258789,0,0,0,9.40272045135498,0.0490170377556096,181163413.601346,0.03,939955998.587907,20.3780595690161,3.96684115093166,20.6613436221198,2.24099905712366,0.00641908926915491,0.00264263387771191,0.183645390683886,0.0138194843012243,0.000682684261684062,0.2,-0.0324240959697917,-0.0324316434453414
"Belize","BLZ",1996,718190703.184726,171513666.298206,213674,53.3972320556641,4.39454507827759,61.2000007629395,0,0,0,9.5389059066772,0.0490170377556096,171513666.298206,0.03,1083270984.92848,20.3922456950675,3.97775891045912,20.80325099059,2.25537879404871,0.0141861260514062,0.0109177595274543,0.141907368470196,0.0143797369250525,0.00148718586703701,0.2,-0.0229295552645965,-0.0229466635378178
"Belize","BLZ",1997,743651848.153366,174573670.635122,221608,54.0201606750488,4.25571298599243,61.2999992370605,0,0,0,9.67509136199948,0.0490170377556096,174573670.635122,0.03,1225346526.01574,20.427083537246,3.9893573227223,20.9264895193208,2.26955468197198,0.0348378421785078,0.0115984122631798,0.12323852873072,0.0141758879232694,0.00360077655859036,0.2,0.00091140662181992,0.00087057125787487
"Belize","BLZ",1998,771471541.065329,170571065.262835,230289,54.5766410827637,4.12221145629883,61.4000015258789,0,0,0,9.81127681732175,0.0490170377556096,170571065.262835,0.03,1359157195.49811,20.463810341291,3.9996059722132,21.0301306354027,2.28353241977881,0.0367268040450099,0.0102486494909027,0.103641116081938,0.0139777378068295,0.00374332563730839,0.2,0.00779966123590015,0.00775780265647304
"Belize","BLZ",1999,839209608.039393,242324644.622799,239024,55.0087013244629,4.00587368011475,61.5,0,0,0,9.94746227264403,0.0490170377556096,242324644.622799,0.03,1560707124.25596,20.5479710640268,4.00749137861856,21.1684048402848,2.29731747066476,0.084160722735767,0.00788540640536262,0.138274204882116,0.0137850508859505,0.00846052193303741,0.2,0.0501975566350538,0.0501042536547589
"Belize","BLZ",2000,948632152.577192,317899480.460385,247312,55.3511352539062,3.90761470794678,61.5999984741211,0,0,0,10.0836477279663,0.0490170377556096,317899480.460385,0.03,1831785390.98867,20.6705316656016,4.01369716940332,21.3285569516795,2.31091507495569,0.122560601574811,0.00620579078475725,0.16015211139473,0.0135976042909274,0.012154391434649,0.2,0.0855655466680595,0.0854333301839592
"Belize","BLZ",2001,996212344.451167,298042742.888912,254989,55.7659339904785,3.80447793006897,61.7999992370605,0,0,0,10.2186428070069,0.0490170377556096,298042742.888912,0.03,2074874572.14792,20.7194709900657,4.02116318099231,21.4531665416444,2.32421377820832,0.0489393244640759,0.0074660115889893,0.124609589964905,0.0132987032526284,0.00478921960463463,0.2,0.0180445971999035,0.0179936448716365
"Belize","BLZ",2002,1047204065.47956,282113765.115045,262202,56.1814918518066,3.69905638694763,62,0,0,0,10.3536378860474,0.0490170377556096,282113765.115045,0.03,2294742100.09853,20.7693896547904,4.02858737617946,21.5538862994597,2.33733794452907,0.049918664724661,0.00742419518715298,0.100719757815231,0.0131241663207495,0.00482136474870652,0.2,0.0238353570118925,0.0237847358976084
"Belize","BLZ",2003,1144900337.1745,242586104.275048,269132,56.6268615722656,3.59043145179749,62.2000007629395,0,0,0,10.4886329650879,0.0490170377556096,242586104.275048,0.03,2468485941.37062,20.8585834283953,4.03648345871121,21.6268708204356,2.35029209600264,0.0891937736049044,0.00789608253174912,0.0729845209758828,0.0129541514735716,0.0085038511598024,0.2,0.0682800033843286,0.0681918752435023
"Belize","BLZ",2004,1198116304.29838,229509456.028918,276085,57.1284217834473,3.47465443611145,62.4000015258789,0,0,0,10.6236280441285,0.0490170377556096,229509456.028918,0.03,2623940819.15842,20.9040164139796,4.04530174734949,21.6879431540995,2.3630805812146,0.0454329855843163,0.00881828863828282,0.0610723336639758,0.01278848521196,0.00427659791886507,0.2,0.0261638879408949,0.0261201349735006
"Belize","BLZ",2005,1229003848.16415,247965521.652476,283279,57.6858863830566,3.34864211082458,62.7000007629395,0,0,0,10.7586231231689,0.0490170377556096,247965521.652476,0.03,2793188116.23614,20.9294697986598,4.05501254018053,21.7504494743933,2.37570758401497,0.0254533846802047,0.0097107928310356,0.0625063202937532,0.0126270028003703,0.00236585893834224,0.2,0.00518348635662562,0.00515958739067384
"Belize","BLZ",2006,1285311893.01829,252389075.065448,290751,58.2598152160645,3.4152934551239,63.2000007629395,0,0,0,10.8646240234375,0.0490170377556096,252389075.065448,0.03,2961781547.81451,20.9742672441444,4.06491257981435,21.8090567984904,2.38551200873206,0.044797445484658,0.00990003963382424,0.0586073240970819,0.00980442471709075,0.00412323936732828,0.2,0.0251559489581822,0.0251236081662082
"Belize","BLZ",2007,1299522123.00025,260618089.407334,298403,58.8418998718262,3.48823571205139,63.7999992370605,0,0,0,10.9706249237061,0.0490170377556096,260618089.407334,0.03,3133546190.7874,20.9852624361412,4.07485418399215,21.8654311684769,2.39522123927409,0.0109951919967521,0.0099416041777971,0.0563743699865569,0.00970923054202943,0.00100223935037584,0.2,-0.00823296534279692,-0.00824075012112579
"Belize","BLZ",2008,1341485008.97861,334003675.523512,306165,59.4182891845703,3.57519626617432,64.3000030517578,0,0,0,11.0766258239746,0.0490170377556096,334003675.523512,0.03,3373543480.58729,21.0170430529472,4.08460207770765,21.9392295068141,2.40483710641876,0.0317806168060493,0.00974789371550155,0.0737983383371308,0.00961586714467577,0.00286916045654104,0.2,0.00922263416622186,0.00920056259360838
"Belize","BLZ",2009,1352206184.12149,271123595.551891,313925,59.9716491699219,3.68400096893311,64.9000015258789,0,0,0,11.1826267242432,0.0490170377556096,271123595.551891,0.03,3543460771.72157,21.0250033059882,4.09387193671763,21.9883697056641,2.41436138863205,0.00796025304097014,0.00926985900997224,0.0491401988500648,0.00952428221328949,0.000711841076096447,0.2,-0.00928367393702061,-0.00928909775726041
"Belize","BLZ",2010,1397113450,213621600,321609,60.4892883300781,3.82047772407532,65.4000015258789,0,0,0,11.2886276245117,0.0490170377556096,213621600,0.03,3650778548.56992,21.0576741236591,4.10246629696577,22.0182062827735,2.42379581404237,0.0326708176708372,0.00859436024814197,0.0298365771093323,0.00943442541031603,0.00289413547488244,0.2,0.0198280140504572,0.0198061704462451
"Belize","BLZ",2011,1426483827.61776,212558966.124022,329193,61.217887878418,3.79534196853638,65.5,0,0,0,11.3946285247803,0.0490170377556096,212558966.124022,0.03,3753814158.23684,21.0784783914472,4.11443943240623,22.0460382688871,2.43314206232249,0.0208042677881402,0.0119731354404653,0.0278319861136858,0.00934624828012431,0.00182579605319264,0.2,0.00565936221303076,0.00564571073845315
"Belize","BLZ",2012,1479846067.46726,232478752.594559,336707,61.8834762573242,3.77390432357788,65.5999984741211,0,0,0,11.5006294250488,0.0490170377556096,232478752.594559,0.03,3873678486.0843,21.1152039108451,4.12525320152394,22.0774704057366,2.44240176648437,0.036725519397919,0.010813769117707,0.0314321368494213,0.00925970416187738,0.00319334864559059,0.2,0.0217880767338691,0.021764421162874
"Belize","BLZ",2013,1499279704.46173,272524867.330769,344193,62.5189933776855,3.75893759727478,65.5999984741211,0,0,0,11.6066303253174,0.0490170377556096,272524867.330769,0.03,4029992998.83254,21.1282506326975,4.13547040461888,22.1170304756411,2.45157651459156,0.0130467218524366,0.0102172030949435,0.0395600699045353,0.00917474810719066,0.00112407490259925,0.2,-0.00303905460442522,-0.00304730508769319
